col_name,feature_importance
Sex_female,0.2410847963314488
Sex_male,0.21525395265334385
Fare,0.15150233553793135
Age,0.12855824372289512
Pclass_3,0.08075774153872327
SibSp,0.05361905866858857
Pclass_1,0.03364312863907948
Parch,0.032170673366574046
Embarked_S,0.019077648119928018
Embarked_C,0.01805137614461541
Pclass_2,0.016039876344992238
Embarked_Q,0.010241168931879872
